순번,자치구,구역명,위치,공공/민간,일반/재촉지구,사업유형,사업추진단계,기존 가구수(멸실량),최초,변경(최종),추진위원회,조합설립인가(사업시행자 지정일),건축심의,사업시행인가_최초,사업시행인가_변경(최종),관리처분계획인가_최초,관리처분계획인가_변경(최종),이주시작일,이주종료일,착공,세대총합계,분양,임대
433,강동구,천호3-2,천호동 397-419,민간,일반,주택정비형 재개발,추진위,307,2022-07-21,2022-07-21,2023-04-07,,,,,,,,,,420,420,0
434,강동구,천호3-3,천호동 532-2,민간,일반,주택정비형 재개발,조합설립,193,2023-07-27,2023-07-27,2024-02-20,2024-12-02,,,,,,,,,567,567,0
435,강동구,천호A1-1,천호동 467-61,공공,일반,주택정비형 재개발,구역지정,581,2024-11-28,,,,,,,,,,,,757,757,0
436,강동구,천호A1-2,천호동 461-31,민간,일반,주택정비형 재개발,구역지정,630,2024-03-14,,,,,,,,,,,,781,645,136
428,강동구,천호4,천호동 410-100,민간,재촉,도시정비형 재개발,착공,316,2011-02-10,2011-02-10,2012-02-10,2013-04-11,2016-05-17,2017-02-22,2023-09-25,2019-07-31,2025-03-28,2020-01-01,2020-11-30,2021-12-31,670,499,171
429,강동구,천호8,천호동 166-4,민간,재촉,도시정비형 재개발,조합설립,196,2006-10-19,2021-11-04,2022-08-04,2024-01-16,,,,,,,,,520,363,157
184,강북구,미아2,미아동 403,민간,재촉,주택정비형 재개발,조합설립,"3,563",2010-03-18,2020-08-27,2004-09-06,2016-05-31,,,,,,,,,"3,519","2,915",604
185,강북구,미아3,미아동 439,민간,재촉,주택정비형 재개발,관리처분,"1,204",2010-03-18,2023-01-05,2010-05-19,2015-01-13,2019-06-11,2021-07-23,2023-01-26,2024-06-03,,2024-11-19,2025-05-31,,"1,037",858,179
189,강북구,미아11,미아동 791-108,민간,일반,주택정비형 재개발,건축심의,849,2010-12-30,,2006-07-12,2022-05-16,2023-06-30,,,,,,,,598,495,103
187,강북구,강북5,미아동 61-79,공공,재촉,도시정비형 재개발,조합설립,134,2014-03-06,2015-06-11,2008-06-26,2021-11-19,,,,,,,,,688,390,298
188,강북구,강북3,미아동 45-32번지 일대,민간,재촉,도시정비형 재개발,사업시행,325,2023-04-27,2023-04-27,,2023-06-16,2023-12-26,2024-10-18,,,,,,,922,692,230
273,강서구,방화2,방화동 589-13,민간,재촉,주택정비형 재개발,조합설립,495,2024-03-21,,,2024-08-16,,,,,,,,,728,613,115
339,관악구,신림3,신림동 316-55,민간,재촉,주택정비형 재개발,착공,613,2008-04-10,2022-04-15,2008-05-27,2008-11-18,2013-12-03,2017-09-28,2024-07-04,2020-06-18,2023-03-14,2020-10-26,2021-08-20,2022-11-03,571,473,98
340,관악구,신림2,신림동 324-25,민간,재촉,주택정비형 재개발,관리처분,"1,115",2008-04-10,2019-10-31,2008-04-24,2008-08-27,2017-08-22,2018-09-20,2021-01-04,2021-04-29,,2021-10-25,2022-12-30,,"1,435","1,252",183
341,관악구,신림1,신림동 808,민간,재촉,주택정비형 재개발,사업시행,"4,410",2008-04-10,2024-06-20,2016-03-24,2019-11-21,2023-02-27,2025-03-13,,,,,,,"4,185","3,554",631
343,관악구,봉천4-1-3,봉천동 480,민간,일반,주택정비형 재개발,사업시행,642,,2009-11-19,2008-07-15,2014-05-15,2023-02-14,2024-05-30,2024-05-30,,,,,,855,694,161
344,관악구,봉천14,봉천동 4-51,민간,일반,주택정비형 재개발,건축심의,632,2014-06-19,2024-04-18,2009-09-09,2020-09-29,2023-08-29,,,,,,,,"1,571","1,311",260
348,관악구,봉천13,봉천동 922-1,공공,일반,주택정비형 재개발,조합설립,169,2009-12-24,2009-12-24,2006-03-30,2022-02-10,,,,,,,,,473,301,172
120,광진구,자양5재정비촉진구역,자양동 680-81,민간,재촉,도시정비형 재개발,구역지정,224,2018-01-18,2018-01-18,,,,,,,,,,,840,538,302
275,구로구,고척4,고척동 148,민간,일반,주택정비형 재개발,관리처분,359,2014-03-13,2023-07-24,,,2018-02-01,2018-12-20,2022-07-21,2021-06-10,2024-08-26,2021-12-01,2023-01-30,,983,835,148
281,구로구,가리봉2구역,가리봉 87-177,민간,일반,주택정비형 재개발,구역지정,610,2025-03-13,,,,,,,,,,,,"1,214",931,283
282,구로구,남구로역세권 공공임대주택 도시정비형 재개발정비구역,구로동 715-24번지 일대,민간,일반,도시정비형 재개발,사업시행,153,2020-02-27,,,,2022-12-22,2024-02-16,2024-08-28,,,,,,299,214,85
284,구로구,신도림동 293번지 일대,신도림동 293,민간,일반,도시정비형 재개발,구역지정,"1,384",2012-10-25,2012-10-25,,,,,,,,,,,"2,722","2,219",503
289,금천구,시흥1동 871번지 재개발구역,시흥1동 871번지일대,민간,일반,주택정비형 재개발,구역지정,"1,165",2025-01-16,,,,,,,,,,,,0,0,0
290,금천구,시흥4동 810번지,시흥동 810,민간,일반,주택정비형 재개발,구역지정,608,2024-07-11,,,,,,,,,,,,0,0,0
